"REGISTRO","TIPO_ENCUESTA","PC1","COD_HABITAT","PC3","COD_EDAD","PC4","PC6","PC7","PC7A","PC8","P1001_1","P1001_2","P1002_COD","P1002_1_COD","P1002_2_COD","P1003_COD","P1003_1_COD","P1003_2_COD","P1004_COD","P1004_1_COD","P1004_2_COD","P1005_1","P1005_2","P1005_3","P1006","P1007","P1008","P1009","P1010","P1011","P1012","P1013","P1013_1","P1014","P1015","P1016","P11017","P1101_A","P1102_A","P1103","P1104","P1105_COD_B_1","P1105_COD_B_2","P1105_COD_B_3","P1106","P1107","P1108_COD_B_1","P1108_COD_B_2","P1108_COD_B_3","P1109_1","P1109_2","P1109_3","P1109_4","P1109_5","P1109_6","P1109_7","P1109_8","P1017","P1018","P2102","P2003","P2004_1","P2004_2","P2004_3","P2004_4","P2004_5","P2002_CONOC_1","P2002_VALOR_1","P2002_CONOC_2","P2002_VALOR_2","P2002_CONOC_3","P2002_VALOR_3","P2002_CONOC_4","P2002_VALOR_4","P2002_CONOC_5","P2002_VALOR_5","P2103_1","P2103_2","P2103_3","P2103_4","P2103_5","P2002B_CONOC_1","P2002B_VALOR_1","P2002B_CONOC_2","P2002B_VALOR_2","P2002B_CONOC_3","P2002B_VALOR_3","P2002B_CONOC_4","P2002B_VALOR_4","P2002B_CONOC_5","P2002B_VALOR_5","P2002B_CONOC_6","P2002B_VALOR_6","P2002B_CONOC_7","P2002B_VALOR_7","P2002B_CONOC_8","P2002B_VALOR_8","P2002B_CONOC_9","P2002B_VALOR_9","P2002B_CONOC_10","P2002B_VALOR_10","P2005R","P2007R","P2008","P2008R","P2105","P2105R","P2105B","P2106","P2106A","P2009","P2010","P2012","P2013","P2014","P2015"
364,"MOVIL2","Huelva","Menos de 10.000","Hombre","55-64",63,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",4,4,"Insatisfacción con la política","Falta de trabajo: paro","Incivismo y violencia","Insatisfacción con los políticos","Falta de trabajo: paro","Incivismo y violencia","Incertidumbre respeto al futuro","Incertidumbre respeto al futuro","No sabe","Ninguno","Ninguno","Ninguno","Buena","Peor","Empeorará","Mala","Mejor","Empeorará","Buena","Mejor","Empeorará","Mala","Igual","Se quedará igual","Peor","Mejorar la calidad de la educación pública","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Bien","Recortes/Falta/mejorar inversión en general en sanidad"," "," ","Sí","Mal","Necesidad de mejorar en general"," "," ","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","Buena","Mala","Socialista",5,8,5,2,8,10,"Sí",5,"Sí",5,"Sí",4,"Sí",6,"No"," ",8,5,8,2,"No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Sí",4,"No"," ","Sí",3,"Sí",3,"Partidos Socialista Obrero Español (PSOE)","Nulo","No fui a votar","No votó","No fui a votar","No votó","Durante la campaña electoral","No contesta"," ","Nos llega para vivir","Poco probable","Nada religiosa","Educación secundaria (ESO)","Trabaja","Asalariado del sector privado"
467,"MOVIL2","Cádiz","De 20.001 a 50.000","Mujer","55-64",60,"Sí","Sí, tengo la nacionalidad española"," ","Sí, pero no lo utiliza",5,1,"Falta de trabajo: paro","Inestabilidad política","No hay suficientes viviendas públicas /falta de ayudas públicas","Insatisfacción con los políticos","Inmigración","Drogas y alcoholismo/tabaquismo","Acceso difícil para los jóvenes","Paro juvenil","Drogas y alcoholismo/tabaquismo","Ninguno","Ninguno","Ninguno","Ni buena ni mala","Peor","Empeorará","Buena","Mejor","Empeorará","Muy mala","Peor","Mejorará","Buena","Mejor","Mejorará","Mucho peor","Que suban los salarios","Luchar contra el fraude laboral","Sí","Bien","Buenos profesionales"," "," ","No","Bien","Buenos profesionales"," "," ","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Buena","Buena","Apolítico",5,7,3,2,6,10,"Sí",10,"Sí",6,"Sí",10,"Sí",5,"Sí",5,10,5,9,5,5,"No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Ninguno (NO LEER)","Nulo","No fui a votar","No votó","No fui a votar","No votó","Durante la campaña electoral","No contesta"," ","Tenemos dificultades","No procede, ya lo perdí (NO LEER)","Religiosa","Bachillerato","Parado/a y ha trabajado antes"," "
485,"MOVIL2","Sevilla","Menos de 10.000","Mujer","55-64",55,"Sí","Sí, tengo la nacionalidad española"," ","No",6,8,"Inestabilidad política","Mal funcionamiento de la justicia","No sabe","Educación-cultura-investigación","Falta de trabajo: paro","No sabe","No sabe","No sabe","No sabe","Ninguno","Ninguno","No contesta","Ni buena ni mala","Igual","Empeorará","Ni buena ni mala","Peor","Mejorará","Buena","Igual","Mejorará","Ni buena ni mala","Igual","Mejorará","Ni mejor ni peor","Que se genere  más empleo","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Bien","Bien en general, buena experiencia, calidad de la asistencia"," "," ","No","Muy mal","Necesidad de mejorar en general","Falta de autoridad en las aulas"," ","De acuerdo","En desacuerdo","Ni de acuerdo ni en desacuerdo","Ni de acuerdo ni en desacuerdo","De acuerdo","De acuerdo","De acuerdo","No sabe","Buena","Regular (no leer)","Socialista",5,8,"No sabe",1,"No sabe","No sabe","Sí",5,"Sí",4,"Sí",3,"Sí",3,"Sí",3,"No sabe","No sabe","No sabe",2,"No sabe","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Ninguno (NO LEER)","En blanco","No fui a votar","No votó","No fui a votar","No votó","Otros (no leer)","No contesta"," ","Tenemos dificultades","Poco probable","Algo religiosa","Formación profesional I (primer grado)","Parado/a y ha trabajado antes"," "
514,"MOVIL2","Málaga","De 50.001 a 100.000","Mujer","55-64",56,"Sí","Sí, tengo nacionalidad española y otra","Uruguay","No",8,8,"Falta de trabajo: paro","No contesta","No contesta","Incivismo y violencia","No contesta","No contesta","Vivienda cara","No contesta","No contesta","PSOE","PSOE","PSOE","Ni buena ni mala","Mejor","Mejorará","Buena","Mejor","Mejorará","Buena","Mejor","Mejorará","Buena","Mejor","Mejorará","Mejor","Que se genere  más empleo","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Muy bien","Falta de profesionales médicos"," "," ","Sí","No sabe","No sabe"," "," ","En desacuerdo","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","Mala","Regular (no leer)","Demócrata- cristiano/na.",1,10,1,"No sabe","No sabe","No sabe","Sí","No sabe","Sí",8,"No"," ","No"," ","No"," ",5,2,"No contesta","No contesta","No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partidos Socialista Obrero Español (PSOE)","PSOE","No fui a votar","No votó","No fui a votar","No votó","Nunca voto","No contesta"," ","Nos llega para vivir","Nada probable","Algo religiosa","Formación profesional I (primer grado)","Parado/a y ha trabajado antes"," "
529,"MOVIL2","Granada","Menos de 10.000","Hombre","55-64",59,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",10,10,"Otros","Violencia de género","Incivismo y violencia","Paro juvenil","No sabe","No sabe","Sanidad","No sabe","No sabe","Ninguno","Ninguno","Ninguno","Ni buena ni mala","Peor","Empeorará","Muy mala","Peor","Empeorará","Buena","Igual","Se quedará igual","Mala","Peor","Se quedará igual","Peor","Que se genere  más empleo","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Bien","Se han reducido listas de espera/rapidez"," "," ","No","Bien","Bien en general, buena experiencia"," "," ","De acuerdo","Muy en desacuerdo","De acuerdo","En desacuerdo","Muy de acuerdo","Muy de acuerdo","De acuerdo","De acuerdo","Buena","Regular (no leer)","Progresista",3,7,5,2,6,10,"No"," ","No"," ","No"," ","No"," ","No"," ","No contesta","No contesta","No contesta","No contesta","No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Ninguno (NO LEER)","En blanco","No fui a votar","No votó","No fui a votar","No votó","Antes de iniciar la campaña","No contesta"," ","Tenemos dificultades","Nada probable","Nada religiosa","Bachillerato","Trabaja","Profesional o trabajador autónomo (sin asalariados)"
537,"MOVIL2","Córdoba","Menos de 10.000","Mujer","55-64",63,"Sí","Sí, tengo la nacionalidad española"," ","Sí, pero no lo utiliza",1,1,"Insatisfacción con los políticos","Sanidad","Falta de trabajo: paro","Falta de trabajo: paro","Sanidad","No sabe","Largas listas de espera","Sanidad","No sabe","CIUDADANOS","CIUDADANOS","Ninguno","Ni buena ni mala","No sabe","No sabe","Mala","Igual","Se quedará igual","Ni buena ni mala","Igual","Se quedará igual","Muy mala","Igual","Empeorará","Peor","Mejorar los servicios sanitarios","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Muy mal","Falta de profesionales médicos","Mejorar atención al paciente / Debe mejorar en general","Falta/mejorar acceso a especialistas","No","Bien","Bien en general, buena experiencia"," "," ","De acuerdo","En desacuerdo","No sabe","De acuerdo","De acuerdo","De acuerdo","No sabe","De acuerdo","Muy mala","No sabe","Apolítico",5,10,4,"No sabe",5,10,"No"," ","No"," ","No"," ","No"," ","No"," ","No contesta","No contesta","No contesta","No contesta","No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partido Popular (PP)","No votaría","No fui a votar","No votó","No fui a votar","No votó","Durante la campaña electoral","No contesta"," ","Tenemos dificultades","Poco probable","Religiosa","Educación primaria","Trabaja","Asalariado del sector público"
538,"MOVIL2","Granada","De 50.001 a 100.000","Mujer","55-64",56,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",6,6,"Falta de trabajo: paro","Violencia de género","Jubilación","Falta de trabajo: paro","Violencia (en general)","Jubilación","Jubilación","No sabe","No sabe","Ninguno","Ninguno","Ninguno","Mala","Igual","Empeorará","Mala","Igual","Se quedará igual","Buena","Igual","Empeorará","Mala","Igual","Se quedará igual","Peor","Mejorar los servicios sanitarios","Luchar contra el fraude laboral","Sí","Bien","Reducir listas/tiempos de espera de atención"," "," ","No","Bien","Mejorar la inversión en educación en general"," "," ","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","En desacuerdo","No sabe","No sabe","Demócrata- cristiano/na.",5,5,5,4,4,1,"Sí","No sabe","Sí","No sabe","Sí","No sabe","Sí","No sabe","Sí","No sabe",7,4,6,2,1,"No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Sí","No sabe","Ninguno (NO LEER)","No votaría","No fui a votar","No votó","No fui a votar","No votó","Antes de iniciar la campaña","No contesta"," ","Nos llega para vivir","Nada probable","Algo religiosa","Licenciatura o Grado","Trabaja","Asalariado del sector público"
567,"MOVIL2","Málaga","De 100.001 o más","Hombre","25-34",30,"Sí","Sí, tengo la nacionalidad española"," ","No",10,1,"Corrupción política","Falta de trabajo: paro","Otros","Falta de trabajo: paro","Excesiva presión fiscal","Inmigración","Falta de trabajo: paro","Otros","Corrupción política","VOX","VOX","VOX","Mala","Peor","Empeorará","Mala","Igual","Se quedará igual","Ni buena ni mala","Igual","Mejorará","Mala","Igual","Empeorará","Peor","Mejorar los servicios sanitarios","Que la Junta de Andalucía y los Ayuntamientos creen más empleo","Sí","Muy mal","Falta de profesionales médicos"," "," ","Sí","Mal","Falta de profesorado"," "," ","De acuerdo","De acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo","Mala","Mala","Apolítico",5,10,1,1,5,10,"Sí",1,"Sí",1,"No"," ","No"," ","No"," ",10,1,"No contesta","No contesta","No contesta","Sí",10,"No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Vox","No votaría","No fui a votar","No votó","No fui a votar","No votó","Antes de iniciar la campaña","No contesta"," ","Vivimos confortablemente con los ingresos actuales","Nada probable","Muy religiosa","Educación secundaria (ESO)","Trabaja","Empresario o profesional con asalariados"
569,"MOVIL2","Huelva","De 20.001 a 50.000","Mujer","55-64",56,"Sí","Sí, tengo la nacionalidad española"," ","Sí, pero no lo utiliza",7,9,"El presidente del Gobierno central","Paro en mujeres y otros sectores","No sabe","Corrupción política","No sabe","No sabe","Paro juvenil","Mejorar políticas sociales","No sabe","VOX","PP","VOX","Mala","Peor","Empeorará","Mala","Mejor","Mejorará","Mala","Peor","Se quedará igual","Ni buena ni mala","Mejor","Mejorará","Mejor","Que se genere  más empleo","Atraer las inversiones de empresas que quieran instalarse en Andalucía","No","No sabe","Reducir listas/tiempos de espera de atención"," "," ","Sí","Bien","Otros"," "," ","De acuerdo","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","Buena","Buena","Otros (especificar)",6,8,1,1,5,"No sabe","Sí",8,"Sí",1,"Sí",7,"Sí",1,"No"," ",8,3,7,2,"No contesta","Sí",6,"No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Vox","Vox","No fui a votar","No votó","No fui a votar","No votó","Antes de iniciar la campaña","No contesta"," ","Nos llega para vivir","Probable (NO LEER)","Algo religiosa","Formación profesional I (primer grado)","Parado/a y ha trabajado antes"," "
585,"MOVIL2","Córdoba","De 100.001 o más","Mujer","65-74",66,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",4,8,"El presidente del Gobierno central","Falta de trabajo: paro","Inseguridad ciudadana","Falta de trabajo: paro","Inmigración","No sabe","Incertidumbre respeto al futuro","No sabe","No sabe","Ninguno","Ninguno","Ninguno","Buena","Peor","Empeorará","Buena","Peor","Empeorará","Ni buena ni mala","Peor","Mejorará","Buena","Mejor","Se quedará igual","Ni mejor ni peor","Que se genere  más empleo","Atraer las inversiones de empresas que quieran instalarse en Andalucía","No","Muy bien","Buenos profesionales"," "," ","Sí","No sabe","No sabe"," "," ","En desacuerdo","En desacuerdo","Ni de acuerdo ni en desacuerdo","De acuerdo","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","De acuerdo","Buena","Buena","Conservador/a",7,8,5,1,6,9,"Sí",8,"Sí",3,"Sí",5,"No"," ","No"," ",7,4,5,"No contesta","No contesta","No"," ","Sí",9,"No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partido Popular (PP)","PP","No fui a votar","No votó","No fui a votar","No votó","Antes de iniciar la campaña","No contesta"," ","Nos llega para vivir","Nada probable","Muy religiosa","Licenciatura o Grado","Jubilado o pensionista (anteriormente ha trabajado)"," "
608,"MOVIL2","Huelva","De 100.001 o más","Mujer","55-64",56,"Sí","Sí, tengo la nacionalidad española"," ","No",1,5,"Violencia de género","Corrupción política","Jubilación","Violencia de género","Falta de atención a la gente mayor y discapacitados","Inestabilidad política","Falta de atención a la gente mayor y discapacitados","No sabe","No sabe","Ninguno","Ninguno","Ninguno","Muy mala","Igual","Se quedará igual","Mala","Igual","Se quedará igual","Mala","Mejor","Se quedará igual","Muy mala","Igual","Se quedará igual","Peor","Que suban los salarios","Que la Junta de Andalucía y los Ayuntamientos creen más empleo","Sí","Muy mal","Limitación de pruebas diagnósticas","Faltan/mejorar medios/recursos"," ","No","Mal","Falta de autoridad en las aulas"," "," ","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","De acuerdo","De acuerdo","Mala","No sabe","Ninguno","No contesta","No contesta","No contesta","No contesta","No contesta","No contesta","No"," ","Sí",1,"No"," ","No"," ","No"," ","No contesta","No contesta","No contesta","No contesta","No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Sí","No sabe","No"," ","No"," ","No"," ","Ninguno (NO LEER)","No votaría","No fui a votar","No votó","No fui a votar","No votó","Antes de iniciar la campaña","No contesta"," ","Tenemos dificultades","Poco probable","Algo religiosa","Educación primaria","Pensionista (anteriormente no ha trabajado)"," "
836,"MOVIL2","Huelva","De 100.001 o más","Mujer","45-54",53,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",5,10,"Falta de trabajo: paro","Mejorar políticas sociales","Educación-cultura-investigación","Corrupción política","Infraestructuras viarias insuficientes","Otros","Políticas de empleo","Educación-cultura-investigación","No sabe","Ninguno","Ninguno","VOX","Mala","Peor","Empeorará","Mala","Peor","Mejorará","Buena","Peor","Se quedará igual","Mala","Igual","Se quedará igual","Ni mejor ni peor","Mejorar la calidad de la educación pública","Desarrollar medidas que garanticen una conciliación real","Sí","Bien","Buena atención/trato"," "," ","No","Mal","Falta profesionalidad/atención por parte de profesores"," "," ","En desacuerdo","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Mala","Mala","Socialdemócrata",3,6,4,2,5,9,"Sí",1,"Sí",1,"Sí",3,"Sí",3,"Sí",1,4,4,5,2,9,"Sí",5,"Sí",6,"Sí",5,"No"," ","No"," ","No"," ","Sí",6,"No"," ","No"," ","Sí",6,"Partidos Socialista Obrero Español (PSOE)","PSOE","No fui a votar","No votó","No fui a votar","No votó","Antes de iniciar la campaña","No contesta"," ","Nos llega para vivir","Probable (NO LEER)","Nada religiosa","Licenciatura o Grado","Estudiante"," "
847,"MOVIL2","Jaén","Menos de 10.000","Hombre","45-54",50,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",4,5,"Inestabilidad política","Situación sector agrario","Problema de Cataluña","Falta de agua","Inflación / pérdida de poder adquisitivo / vida cara / precio de los carburantes","No sabe","Otros","No sabe","No sabe","Ninguno","Ninguno","Ninguno","Mala","Peor","Empeorará","Buena","Igual","Empeorará","Muy mala","Peor","Empeorará","Buena","Igual","Empeorará","Mucho peor","Que se genere  más empleo","Otro ¿Cuál? (no leer)","Sí","Ni bien ni mal(no leer)","Otros"," "," ","No","Bien","Otros"," "," ","Ni de acuerdo ni en desacuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Buena","Buena","Ecologista",5,7,5,1,6,10,"Sí",7,"Sí",6,"No"," ","Sí",5,"No"," ",6,3,"No contesta",5,"No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partido Popular (PP)","PP","No fui a votar","No votó","No fui a votar","No votó","Nunca voto","No contesta"," ","Tenemos dificultades","Nada probable","Muy religiosa","Formación profesional I (primer grado)","Otra situación"," "
903,"MOVIL2","Granada","De 20.001 a 50.000","Hombre","65-74",68,"Sí","Sí, tengo la nacionalidad española"," ","Sí, pero no lo utiliza",1,10,"Corrupción política","Falta de trabajo: paro","Funcionamiento de la economía","Paro juvenil","Educación-cultura-investigación","Precariedad laboral / contrato","Pensiones bajas","No sabe","No sabe","Ninguno","PP","Ninguno","Muy mala","Peor","Empeorará","Muy mala","Peor","Empeorará","Ni buena ni mala","Peor","Empeorará","Buena","Mejor","Mejorará","Mucho peor","Mejorar la calidad de la educación pública","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Muy mal","Reducir listas/tiempos de espera de atención"," "," ","Sí","Ni bien ni mal(no leer)","Falta profesionalidad/atención por parte de profesores"," "," ","Ni de acuerdo ni en desacuerdo","En desacuerdo","En desacuerdo","En desacuerdo","De acuerdo","En desacuerdo","Ni de acuerdo ni en desacuerdo","De acuerdo","Buena","Buena","Otros (especificar)","No sabe",6,1,1,5,10,"Sí",5,"Sí",1,"Sí",6,"No"," ","No"," ",6,1,5,"No contesta","No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Ninguno (NO LEER)","PP","No fui a votar","No votó","No fui a votar","No votó","El mismo día de las elecciones","No contesta"," ","Tenemos dificultades","No sabe","Algo religiosa","Educación primaria","Jubilado o pensionista (anteriormente ha trabajado)"," "
908,"MOVIL2","Málaga","De 20.001 a 50.000","Hombre","65-74",74,"Sí","Sí, tengo la nacionalidad española"," ","No",10,10,"Incivismo y violencia","Insatisfacción con los políticos","No sabe","Corrupción política","No sabe","No sabe","Falta de hospitales, ambulatorios / masificación","No sabe","No sabe","CIUDADANOS","CIUDADANOS","CIUDADANOS","Mala","Peor","Empeorará","Mala","Peor","Se quedará igual","Buena","Peor","Mejorará","Mala","Mejor","Mejorará","Mejor","Mejorar la calidad de la educación pública","Mejora o impulso de la formación profesional","Sí","Mal","Mejorar atención al paciente / Debe mejorar en general"," "," ","No","Mal","Perdida de valores/ la educación que traen los alumnos de casa","Mejorar/estabilizar sistema educativo/leyes/planes educativos"," ","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","En desacuerdo","En desacuerdo","En desacuerdo","De acuerdo","Muy mala","Buena","Liberal",7,7,2,1,5,9,"Sí",6,"Sí",1,"Sí",7,"Sí",4,"No"," ",8,1,7,5,"No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Ciudadanos","Ciudadanos","No fui a votar","No votó","No fui a votar","No votó","Antes de iniciar la campaña","No contesta"," ","Vivimos confortablemente con los ingresos actuales","Muy probable","Muy religiosa","Diplomatura","Jubilado o pensionista (anteriormente ha trabajado)"," "
1025,"MOVIL2","Sevilla","De 100.001 o más","Mujer","55-64",63,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",8,9,"Paro y precariedad laboral","Insatisfacción con los políticos","No sabe","Falta de trabajo: paro","Violencia de género","No sabe","Paro y precariedad laboral","Enfermedades (sida, cáncer...)","No sabe","Ninguno","Ninguno","PSOE","Mala","Mejor","Mejorará","Mala","Mejor","Mejorará","Buena","Mejor","Mejorará","No sabe","Peor","Mejorará","Mucho mejor","Que se genere  más empleo","Otro ¿Cuál? (no leer)","No","Bien","Bien en general, buena experiencia, calidad de la asistencia"," "," ","Sí","Muy bien","Bien en general, buena experiencia"," "," ","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","Buena","Mala","Ninguno",5,2,7,5,2,1,"Sí",4,"Sí",7,"Sí",4,"Sí",5,"No"," ",6,8,6,5,"No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partidos Socialista Obrero Español (PSOE)","PSOE","No fui a votar","No votó","No fui a votar","No votó","Antes de iniciar la campaña","No contesta"," ","Nos llega para vivir","Poco probable","Algo religiosa","Formación profesional I (primer grado)","Jubilado o pensionista (anteriormente ha trabajado)"," "
1118,"MOVIL2","Granada","De 100.001 o más","Mujer","65-74",74,"Sí","Sí, tengo la nacionalidad española"," ","Sí y lo utiliza",1,3,"Pensiones bajas","Inestabilidad política","Sanidad","Pensiones bajas","Sanidad","Sanidad","Pensiones bajas","Sanidad","Alquileres","Ninguno","Ninguno","Ninguno","Muy mala","Peor","Se quedará igual","Muy mala","Peor","Se quedará igual","Muy mala","Peor","Se quedará igual","Muy mala","Peor","Empeorará","Peor","Que se genere  más empleo","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Mal","Mejorar atención al paciente / Debe mejorar en general"," "," ","No","Mal","Nivel académico mejorable, alumnos no salen preparados","Exigir más a los alumnos"," ","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","No sabe","De acuerdo","Muy mala","Muy mala","Socialdemócrata",4,10,1,"No contesta","No sabe",10,"Sí",1,"Sí",5,"No"," ","Sí",1,"No"," ",8,3,"No contesta",1,"No contesta","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Partidos Socialista Obrero Español (PSOE)","PSOE","No fui a votar","No votó","No fui a votar","No votó","Antes de iniciar la campaña","No contesta"," ","Tenemos muchas dificultades","Nada probable","Religiosa","Bachillerato","Jubilado o pensionista (anteriormente ha trabajado)"," "
1144,"MOVIL2","Sevilla","De 10.001 a 20.000","Hombre","65-74",66,"Sí","Sí, tengo la nacionalidad española"," ","No",10,10,"Insatisfacción con los políticos","Otros","Educación-cultura-investigación","Insatisfacción con los políticos","Poca innovación e investigación","Otros","Ningún problema","Ningún problema","Ningún problema","Ninguno","Ninguno","Ninguno","Ni buena ni mala","Mejor","Empeorará","Mala","Mejor","Empeorará","Buena","Igual","Se quedará igual","Mala","Igual","Se quedará igual","Ni mejor ni peor","Mejorar la calidad de la educación pública","Atraer las inversiones de empresas que quieran instalarse en Andalucía","No","Ni bien ni mal(no leer)","Recortes/Falta/mejorar inversión en general en sanidad"," "," ","Sí","Mal","Falta de medios técnicos y tecnológicos."," "," ","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","En desacuerdo","Mala","Mala","Ecologista",5,7,5,3,6,8,"Sí",2,"Sí",2,"Sí",1,"Sí",4,"Sí",2,7,3,5,2,8,"No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Sí",3,"Ninguno (NO LEER)","No votaría","No fui a votar","No votó","No fui a votar","No votó","Nunca voto","No contesta"," ","Vivimos confortablemente con los ingresos actuales","Nada probable","Poca religiosa","Licenciatura o Grado","Jubilado o pensionista (anteriormente ha trabajado)"," "
1194,"MOVIL2","Málaga","De 100.001 o más","Mujer","65-74",66,"Sí","Sí, tengo la nacionalidad española"," ","Sí, pero no lo utiliza",5,8,"Falta de trabajo: paro","Largas listas de espera","Educación-cultura-investigación","Sanidad","Educación-cultura-investigación","Paro y precariedad laboral","Sanidad","Pensiones bajas","No sabe","Ninguno","Ninguno","Ninguno","Mala","Igual","Empeorará","Muy mala","Igual","Empeorará","Mala","Peor","Empeorará","Muy mala","Igual","Empeorará","Peor","Aumentar la participación de los ciudadanos en las decisiones del Gobierno de Andalucía","Atraer las inversiones de empresas que quieran instalarse en Andalucía","Sí","Muy mal","Reducir listas/tiempos de espera de atención"," "," ","No","Mal","Mejorar/estabilizar sistema educativo/leyes/planes educativos"," "," ","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","En desacuerdo","Muy mala","Muy mala","Anarquista",3,10,5,5,8,10,"Sí",1,"Sí",1,"Sí",1,"Sí",8,"Sí",1,10,5,10,3,10,"No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","No"," ","Ninguno (NO LEER)","No votaría","No fui a votar","No votó","No fui a votar","No votó","Antes de iniciar la campaña","No contesta"," ","Tenemos dificultades","Muy probable","Nada religiosa","Bachillerato","Jubilado o pensionista (anteriormente ha trabajado)"," "
